名称,id,今收,增幅,增比,今开,成交量,最高,涨停,内盘,成交额,委比,流通市值,市盈率,每股收益,总股本,昨收,换手率,最低,跌停,外盘,振幅,量比,总市值,市净率,每股净资产,流通股本
长海股份(300196),sz300196,11.50,+0.35,+3.14%,11.07,2.12万手,11.54,12.26,8235手,2395.15万,-64.11%,29.32亿,22.27,0.39,4.24亿,11.15,0.83%,11.07,"
                        10.04",1.29万手,4.22%,2.51,48.82亿,2.06,5.58,2.55亿
铁汉生态(300197),sz300197,11.29,+0.22,+1.99%,11.09,21.35万手,11.36,12.18,8.85万手,2.40亿,-76.30%,111.90亿,28.01,0.30,15.20亿,11.07,2.15%,11.00,"
                        9.96",12.50万手,3.25%,1.06,171.57亿,3.14,3.59,9.91亿
纳川股份(300198),sz300198,5.99,--,0.00%,--,--,--,6.59,--,--,--,46.82亿,131.96,0.03,10.32亿,5.99,--,--,"
                        5.39",--,--,--,61.79亿,3.83,1.56,7.82亿
翰宇药业(300199),sz300199,15.80,+0.28,+1.80%,15.77,7.01万手,15.93,17.07,2.69万手,1.10亿,-24.64%,92.89亿,44.79,0.35,9.35亿,15.52,1.19%,15.39,"
                        13.97",4.31万手,3.48%,0.97,147.68亿,3.80,4.16,5.88亿
高盟新材(300200),sz300200,8.97,+0.23,+2.63%,8.86,1.47万手,8.99,9.61,6055手,1313.97万,24.29%,18.24亿,36.62,0.18,2.61亿,8.74,0.72%,8.76,"
                        7.87",8674手,2.63%,0.70,23.38亿,1.60,5.60,2.03亿
海伦哲(300201),sz300201,6.02,+0.15,+2.56%,5.91,6.54万手,6.03,6.46,2.43万手,3907.83万,-37.80%,52.37亿,62.12,0.05,10.41亿,5.87,0.75%,5.85,"
                        5.28",4.11万手,3.07%,0.26,62.67亿,4.35,1.38,8.70亿
聚龙股份(300202),sz300202,22.10,+0.95,+4.49%,21.28,7.02万手,22.21,23.27,2.60万手,1.53亿,-76.53%,93.05亿,210.29,0.08,5.50亿,21.15,1.67%,21.07,"
                        19.04",4.42万手,5.39%,1.45,121.44亿,7.01,3.15,4.21亿
聚光科技(300203),sz300203,28.93,+0.30,+1.05%,28.30,7.68万手,29.31,31.49,3.73万手,2.22亿,0.05%,130.66亿,30.49,0.71,4.53亿,28.63,1.70%,28.30,"
                        25.77",3.95万手,3.53%,0.87,130.91亿,4.33,6.68,4.52亿
舒泰神(300204),sz300204,,,,,,,,,,,,,,,,,,,,,,,,,
天喻信息(300205),sz300205,11.07,+0.82,+8.00%,10.11,63.68万手,11.28,11.28,33.49万手,6.86亿,37.51%,47.10亿,108.08,0.08,4.30亿,10.25,14.97%,10.02,"
                        9.22",30.19万手,12.29%,8.15,47.61亿,4.01,2.76,4.26亿
理邦仪器(300206),sz300206,7.49,+0.22,+3.03%,7.30,4.52万手,7.50,8.00,2.18万手,3343.23万,-30.08%,25.74亿,48.77,0.12,5.85亿,7.27,1.32%,7.23,"
                        6.54",2.34万手,3.71%,0.37,43.82亿,3.50,2.14,3.44亿
欣旺达(300207),sz300207,11.56,+0.51,+4.62%,11.16,21.09万手,11.68,12.16,7.48万手,2.42亿,-45.08%,130.50亿,37.00,0.23,12.91亿,11.05,1.87%,11.05,"
                        9.95",13.61万手,5.70%,0.83,149.20亿,5.66,2.04,11.29亿
恒顺众?N(300208),sz300208,11.15,+0.37,+3.43%,10.85,7.54万手,11.35,11.86,3.36万手,8356.00万,18.81%,64.56亿,20.44,0.41,7.66亿,10.78,1.30%,10.80,"
                        9.70",4.18万手,5.10%,0.30,85.36亿,4.51,2.47,5.79亿
天泽信息(300209),sz300209,18.81,+0.93,+5.20%,17.90,7.03万手,19.13,19.67,2.76万手,1.31亿,8.28%,45.82亿,56.67,0.25,2.92亿,17.88,2.89%,17.86,"
                        16.09",4.28万手,7.10%,1.54,54.95亿,2.69,6.98,2.44亿
森远股份(300210),sz300210,5.99,+0.42,+7.54%,5.74,19.44万手,6.13,6.13,13.67万手,1.17亿,-41.05%,21.09亿,41.52,0.11,4.84亿,5.57,5.52%,5.74,"
                        5.01",5.78万手,7.00%,1.86,29.00亿,2.25,2.66,3.52亿
亿通科技(300211),sz300211,6.59,+0.14,+2.17%,6.53,1.28万手,6.63,7.10,4412手,841.67万,16.39%,12.24亿,392.55,0.01,3.03亿,6.45,0.69%,6.46,"
                        5.81",8392手,2.64%,0.36,19.95亿,3.98,1.66,1.86亿
易华录(300212),sz300212,32.19,+2.00,+6.62%,30.42,16.87万手,32.49,33.21,7.49万手,5.29亿,-80.71%,98.19亿,106.83,0.23,3.76亿,30.19,5.53%,30.42,"
                        27.17",9.37万手,6.86%,3.46,120.88亿,4.60,7.00,3.05亿
佳讯飞鸿(300213),sz300213,,,,,,,,,,,,,,,,,,,,,,,,,
日科化学(300214),sz300214,5.48,+0.11,+2.05%,5.39,3.69万手,5.50,5.91,1.57万手,2009.93万,-38.74%,16.70亿,22.65,0.18,4.26亿,5.37,1.21%,5.39,"
                        4.83",2.12万手,2.05%,0.59,23.33亿,1.49,3.69,3.05亿
电科院(300215),sz300215,7.94,+0.32,+4.20%,7.60,7.94万手,8.09,8.38,3.30万手,6224.20万,-32.71%,47.41亿,50.58,0.12,7.58亿,7.62,1.33%,7.60,"
                        6.86",4.63万手,6.43%,0.40,60.21亿,3.10,2.57,5.97亿
千山药机(300216),sz300216,13.50,+0.21,+1.58%,13.53,36.50万手,13.65,14.62,18.52万手,4.88亿,27.33%,35.23亿,82.50,0.12,3.61亿,13.29,13.99%,13.10,"
                        11.96",17.98万手,4.14%,6.70,48.79亿,4.02,3.36,2.61亿
东方电热(300217),sz300217,2.85,+0.01,+0.35%,2.84,7.65万手,2.86,3.12,3.80万手,2176.25万,-34.70%,25.42亿,43.23,0.05,12.73亿,2.84,0.86%,2.82,"
                        2.56",3.85万手,1.41%,0.42,36.29亿,1.95,1.46,8.92亿
安利股份(300218),sz300218,8.12,+0.06,+0.74%,8.12,6615手,8.16,8.87,2668手,537.23万,-36.59%,17.56亿,--,-0.01,2.17亿,8.06,0.31%,8.05,"
                        7.25",3946手,1.36%,0.05,17.62亿,1.79,4.54,2.16亿
鸿利智汇(300219),sz300219,12.15,+0.23,+1.93%,11.83,3.84万手,12.21,13.11,1.62万手,4625.08万,-23.46%,65.12亿,25.20,0.36,7.18亿,11.92,0.72%,11.83,"
                        10.73",2.22万手,3.19%,0.19,87.23亿,3.33,3.65,5.36亿
金运激光(300220),sz300220,14.63,+0.22,+1.53%,15.04,6.43万手,15.30,15.85,3.78万手,9480.67万,-13.06%,18.28亿,97.86,0.11,1.26亿,14.41,5.14%,14.40,"
                        12.97",2.65万手,6.25%,3.20,18.43亿,6.16,2.37,1.25亿
银禧科技(300221),sz300221,15.89,+0.60,+3.92%,15.39,10.29万手,15.94,16.82,4.49万手,1.61亿,-53.70%,64.05亿,39.37,0.30,5.06亿,15.29,2.55%,15.31,"
                        13.76",5.80万手,4.12%,0.65,80.35亿,3.72,4.27,4.03亿
科大智能(300222),sz300222,22.35,+0.93,+4.34%,21.30,13.48万手,22.38,23.56,5.68万手,2.95亿,-57.40%,72.22亿,61.61,0.27,7.30亿,21.42,4.17%,21.30,"
                        19.28",7.80万手,5.04%,3.09,163.11亿,4.10,5.45,3.23亿
北京君正(300223),sz300223,29.49,+2.68,+10.00%,26.91,9.66万手,29.49,29.49,7.86万手,2.80亿,100.00%,29.06亿,535.08,0.04,1.66亿,26.81,9.80%,26.91,"
                        24.13",1.80万手,9.62%,0.85,49.08亿,4.40,6.70,9853.29万
正海磁材(300224),sz300224,8.26,+0.15,+1.85%,8.17,5.45万手,8.28,8.92,2.58万手,4468.84万,-71.67%,60.72亿,1477.78,0.00,8.35亿,8.11,0.74%,8.12,"
                        7.30",2.88万手,1.97%,2.14,68.98亿,2.40,3.44,7.35亿
金力泰(300225),sz300225,10.95,--,0.00%,--,--,--,12.05,--,--,--,51.25亿,105.79,0.08,4.70亿,10.95,--,--,"
                        9.86",--,--,--,51.50亿,5.85,1.87,4.68亿
上海钢联(300226),sz300226,76.75,+1.77,+2.36%,75.41,7.76万手,78.30,82.48,3.58万手,5.91亿,84.27%,115.71亿,253.66,0.30,1.59亿,74.98,5.15%,73.90,"
                        67.48",4.18万手,5.87%,1.55,122.21亿,14.83,5.18,1.51亿
光韵达(300227),sz300227,19.87,+0.50,+2.58%,19.48,3.45万手,19.87,21.31,1.57万手,6745.21万,-15.57%,27.00亿,44.77,0.33,1.48亿,19.37,2.54%,19.20,"
                        17.43",1.88万手,3.46%,0.32,29.47亿,4.26,4.67,1.36亿
富瑞特装(300228),sz300228,9.66,+0.17,+1.79%,9.53,7.80万手,9.71,10.44,3.20万手,7462.24万,1.90%,38.76亿,67.91,0.11,4.74亿,9.49,1.94%,9.44,"
                        8.54",4.60万手,2.85%,0.69,45.78亿,2.57,3.76,4.01亿
拓尔思(300229),sz300229,,,,,,,,,,,,,,,,,,,,,,,,,
永利股份(300230),sz300230,12.93,+0.26,+2.05%,12.71,5.64万手,13.03,13.94,2.71万手,7283.24万,-18.63%,34.15亿,20.16,0.48,4.53亿,12.67,2.14%,12.63,"
                        11.40",2.93万手,3.16%,2.26,58.63亿,2.21,5.85,2.64亿
银信科技(300231),sz300231,10.79,+0.40,+3.85%,10.46,35.78万手,10.88,11.43,16.03万手,3.82亿,14.08%,39.46亿,39.86,0.26,4.42亿,10.39,9.78%,10.39,"
                        9.35",19.74万手,4.72%,3.99,47.70亿,5.31,2.03,3.66亿
洲明科技(300232),sz300232,15.78,+1.04,+7.06%,14.87,20.04万手,15.88,16.21,9.04万手,3.07亿,-91.72%,58.80亿,34.97,0.34,6.35亿,14.74,5.38%,14.75,"
                        13.27",11.00万手,7.67%,3.52,100.16亿,5.79,2.73,3.73亿
金城医药(300233),sz300233,18.99,+0.28,+1.50%,18.76,2.83万手,19.08,20.58,8006手,5363.75万,-2.70%,44.07亿,31.68,0.45,3.93亿,18.71,1.22%,18.72,"
                        16.84",2.03万手,1.92%,0.79,74.66亿,1.99,9.54,2.32亿
开尔新材(300234),sz300234,9.00,+0.09,+1.01%,8.84,5.28万手,9.12,9.80,2.62万手,4738.21万,20.60%,13.52亿,981.00,0.01,2.90亿,8.91,3.52%,8.82,"
                        8.02",2.66万手,3.37%,2.35,26.06亿,2.60,3.47,1.50亿
方直科技(300235),sz300235,12.36,+0.48,+4.04%,12.16,10.45万手,12.62,13.07,4.49万手,1.26亿,-56.20%,13.04亿,132.39,0.07,1.68亿,11.88,9.90%,11.50,"
                        10.69",5.96万手,9.43%,3.88,20.74亿,3.52,3.51,1.06亿
上海新阳(300236),sz300236,36.40,+1.96,+5.69%,34.66,16.62万手,36.49,37.88,7.34万手,5.90亿,-59.67%,64.57亿,92.43,0.30,1.94亿,34.44,9.37%,34.07,"
                        31.00",9.28万手,7.03%,3.59,70.53亿,5.50,6.61,1.77亿
美晨生态(300237),sz300237,15.80,+0.43,+2.80%,15.38,3.17万手,15.85,16.91,1.42万手,4962.64万,-51.62%,102.28亿,20.93,0.75,8.07亿,15.37,0.49%,15.38,"
                        13.83",1.75万手,3.06%,0.31,127.55亿,3.98,3.97,6.47亿
冠昊生物(300238),sz300238,18.92,--,0.00%,--,--,--,20.81,--,--,--,35.89亿,74.87,0.19,2.65亿,18.92,--,--,"
                        17.03",--,--,--,50.17亿,3.52,5.38,1.90亿
东宝生物(300239),sz300239,5.60,+0.05,+0.90%,5.56,3.50万手,5.63,6.11,1.54万手,1957.63万,-37.97%,24.92亿,115.13,0.05,4.61亿,5.55,0.79%,5.53,"
                        5.00",1.96万手,1.80%,0.67,25.81亿,3.54,1.58,4.45亿
飞力达(300240),sz300240,10.96,--,0.00%,--,--,--,12.06,--,--,--,40.03亿,55.93,0.20,3.66亿,10.96,--,--,"
                        9.86",--,--,--,40.07亿,3.75,2.92,3.65亿
瑞丰光电(300241),sz300241,,,,,,,,,,,,,,,,,,,,,,,,,
明家联合(300242),sz300242,7.04,+0.19,+2.77%,6.86,9.95万手,7.06,7.54,4.38万手,6926.70万,-67.54%,35.75亿,21.84,0.24,6.36亿,6.85,1.96%,6.84,"
                        6.17",5.57万手,3.21%,0.41,44.80亿,1.97,3.57,5.08亿
瑞丰高材(300243),sz300243,12.13,-0.04,-0.33%,13.00,6.08万手,13.10,13.39,2.84万手,7587.95万,-9.01%,19.75亿,82.44,0.11,2.07亿,12.17,3.74%,12.09,"
                        10.95",3.24万手,8.30%,3.70,25.09亿,4.99,2.43,1.63亿
迪安诊断(300244),sz300244,25.82,+1.37,+5.60%,24.55,15.92万手,26.35,26.90,7.02万手,4.06亿,17.37%,88.34亿,42.70,0.45,5.51亿,24.45,4.65%,24.40,"
                        22.01",8.91万手,7.98%,5.21,142.28亿,6.10,4.23,3.42亿
天玑科技(300245),sz300245,13.69,+0.40,+3.01%,13.43,5.11万手,13.72,14.62,2.23万手,6917.81万,-50.40%,28.15亿,62.61,0.19,3.16亿,13.29,2.49%,13.28,"
                        11.96",2.88万手,3.31%,0.86,43.33亿,4.79,2.86,2.06亿
宝莱特(300246),sz300246,19.24,+0.96,+5.25%,18.31,5.25万手,19.67,20.11,2.67万手,9891.11万,44.83%,20.73亿,37.61,0.38,1.46亿,18.28,4.87%,18.16,"
                        16.45",2.58万手,8.26%,1.44,28.11亿,5.55,3.47,1.08亿
乐金健康(300247),sz300247,5.30,+0.09,+1.73%,5.20,15.50万手,5.32,5.73,7.55万手,8170.62万,-14.33%,30.59亿,63.72,0.06,8.05亿,5.21,2.69%,5.20,"
                        4.69",7.95万手,2.30%,0.59,42.64亿,1.80,2.94,5.77亿
新开普(300248),sz300248,13.47,+0.29,+2.20%,13.21,8.93万手,13.64,14.50,3.89万手,1.19亿,-13.18%,27.52亿,36.52,0.37,3.24亿,13.18,4.37%,12.90,"
                        11.86",5.04万手,5.61%,3.43,43.71亿,3.21,4.20,2.04亿
依米康(300249),sz300249,9.27,+0.01,+0.11%,9.50,39.29万手,9.66,10.19,18.99万手,3.63亿,47.36%,28.05亿,85.52,0.08,4.46亿,9.26,12.99%,8.85,"
                        8.33",20.31万手,8.75%,18.93,41.36亿,5.95,1.56,3.03亿
初灵信息(300250),sz300250,,,,,,,,,,,,,,,,,,,,,,,,,
光线传媒(300251),sz300251,12.86,+0.59,+4.81%,12.33,41.49万手,12.87,13.50,16.78万手,5.24亿,-31.65%,353.91亿,45.03,0.21,29.34亿,12.27,1.51%,12.15,"
                        11.04",24.71万手,5.87%,2.86,377.26亿,5.17,2.49,27.52亿
金信诺(300252),sz300252,15.87,+0.83,+5.52%,15.10,12.97万手,15.91,16.54,5.77万手,2.00亿,-18.79%,47.99亿,43.38,0.27,4.44亿,15.04,4.29%,14.91,"
                        13.54",7.20万手,6.65%,10.01,70.54亿,3.07,5.16,3.02亿
卫宁健康(300253),sz300253,12.29,+0.63,+5.40%,11.74,95.97万手,12.58,12.83,45.21万手,11.48亿,0.56%,146.95亿,111.00,0.08,16.09亿,11.66,8.03%,11.52,"
                        10.49",50.76万手,9.09%,11.27,197.77亿,7.93,1.55,11.96亿
仟源医药(300254),sz300254,9.94,+0.12,+1.22%,9.84,5.16万手,10.05,10.80,2.50万手,5120.71万,-35.25%,15.02亿,64.75,0.12,2.08亿,9.82,3.41%,9.79,"
                        8.84",2.66万手,2.65%,1.77,20.71亿,2.52,3.95,1.51亿
常山药业(300255),sz300255,6.54,+0.07,+1.08%,6.50,7.40万手,6.56,7.12,3.47万手,4832.98万,-35.86%,39.89亿,34.52,0.14,9.35亿,6.47,1.21%,6.48,"
                        5.82",3.93万手,1.24%,2.10,61.15亿,2.60,2.51,6.10亿
星星科技(300256),sz300256,7.19,+0.28,+4.05%,6.91,15.38万手,7.26,7.60,6.87万手,1.10亿,-46.71%,28.47亿,70.03,0.10,6.49亿,6.91,3.88%,6.91,"
                        6.22",8.51万手,5.07%,0.64,46.65亿,1.38,5.20,3.96亿
开山股份(300257),sz300257,,,,,,,,,,,,,,,,,,,,,,,,,
精锻科技(300258),sz300258,15.24,-0.11,-0.72%,15.40,3.64万手,15.40,16.89,1.80万手,5532.95万,-75.20%,57.10亿,25.37,0.45,4.05亿,15.35,0.97%,15.09,"
                        13.82",1.84万手,2.02%,1.85,61.72亿,3.86,3.95,3.75亿
新天科技(300259),sz300259,10.76,+0.09,+0.84%,10.50,27.55万手,11.12,11.74,14.13万手,2.93亿,50.86%,35.42亿,44.03,0.18,5.34亿,10.67,8.37%,10.25,"
                        9.60",13.42万手,8.15%,10.24,57.50亿,3.21,3.35,3.29亿
新莱应材(300260),sz300260,14.87,+0.21,+1.43%,14.63,1.92万手,14.91,16.13,8375手,2824.46万,-37.62%,13.45亿,139.14,0.11,2.02亿,14.66,2.12%,14.23,"
                        13.19",1.08万手,4.64%,1.43,30.03亿,4.43,3.36,9042.87万
雅本化学(300261),sz300261,8.10,+0.07,+0.87%,8.00,1.38万手,8.13,8.83,7735手,1114.81万,-53.99%,41.69亿,77.29,0.09,6.42亿,8.03,0.27%,7.96,"
                        7.23",6050手,2.12%,0.35,52.02亿,4.18,1.94,5.15亿
巴安水务(300262),sz300262,7.82,+0.06,+0.77%,7.75,4.17万手,7.83,8.54,1.98万手,3249.40万,7.00%,35.64亿,19.20,0.31,6.70亿,7.76,0.91%,7.72,"
                        6.98",2.18万手,1.42%,0.65,52.42亿,2.38,3.28,4.56亿
隆华节能(300263),sz300263,6.11,+0.56,+10.09%,5.57,47.39万手,6.11,6.11,23.98万手,2.85亿,100.00%,31.47亿,85.78,0.05,8.82亿,5.55,9.20%,5.56,"
                        5.00",23.41万手,9.91%,6.46,53.90亿,2.20,2.78,5.15亿
佳创视讯(300264),sz300264,6.26,+0.18,+2.96%,6.09,3.41万手,6.29,6.69,1.18万手,2114.19万,-52.59%,19.93亿,--,-0.06,4.13亿,6.08,1.07%,6.06,"
                        5.47",2.23万手,3.78%,0.40,25.86亿,4.38,1.43,3.18亿
通光线缆(300265),sz300265,8.16,+0.11,+1.37%,8.11,4.97万手,8.25,8.86,2.49万手,4046.60万,-10.81%,27.48亿,29.39,0.21,3.38亿,8.05,1.48%,8.05,"
                        7.25",2.48万手,2.48%,1.72,27.54亿,2.79,2.93,3.37亿
兴源环境(300266),sz300266,19.99,--,0.00%,--,--,--,21.99,--,--,--,191.04亿,35.10,0.44,10.43亿,19.99,--,--,"
                        17.99",--,--,--,208.49亿,6.15,3.25,9.56亿
尔康制药(300267),sz300267,7.57,+0.04,+0.53%,7.53,20.80万手,7.63,8.28,10.17万手,1.57亿,-41.22%,88.01亿,21.11,0.27,20.63亿,7.53,1.79%,7.45,"
                        6.78",10.63万手,2.39%,5.48,156.14亿,2.76,2.75,11.63亿
佳沃股份(300268),sz300268,17.21,-0.32,-1.83%,16.96,5.12万手,17.35,19.28,2.78万手,8780.64万,52.27%,16.93亿,--,-0.06,1.34亿,17.53,5.21%,16.96,"
                        15.78",2.34万手,2.22%,1.24,23.06亿,11.35,1.52,9838.68万
联建光电(300269),sz300269,13.26,+0.31,+2.39%,12.89,9.48万手,13.28,14.25,4.35万手,1.24亿,-27.17%,47.32亿,17.65,0.56,6.14亿,12.95,2.66%,12.79,"
                        11.66",5.13万手,3.78%,4.28,81.35亿,1.52,8.72,3.57亿
中威电子(300270),sz300270,14.90,+0.36,+2.48%,14.48,3.36万手,14.94,15.99,1.69万手,4950.05万,-76.41%,22.44亿,89.15,0.17,2.73亿,14.54,2.23%,14.40,"
                        13.09",1.67万手,3.71%,1.29,40.60亿,5.98,2.49,1.51亿
华宇软件(300271),sz300271,20.49,+1.10,+5.67%,19.58,23.88万手,20.58,21.33,9.61万手,4.78亿,-50.10%,101.56亿,51.74,0.30,7.61亿,19.39,4.82%,19.32,"
                        17.45",14.27万手,6.50%,3.69,155.86亿,4.88,4.20,4.96亿
开能环保(300272),sz300272,9.53,+0.05,+0.53%,9.49,1.17万手,9.57,10.43,6432手,1112.72万,-53.82%,22.70亿,46.01,0.16,3.98亿,9.48,0.49%,9.46,"
                        8.53",5268手,1.16%,0.52,37.95亿,4.02,2.37,2.38亿
和佳股份(300273),sz300273,,,,,,,,,,,,,,,,,,,,,,,,,
阳光电源(300274),sz300274,19.18,+0.37,+1.97%,18.95,26.47万手,19.25,20.69,11.98万手,5.04亿,-50.19%,202.86亿,27.74,0.52,14.48亿,18.81,2.50%,18.65,"
                        16.93",14.49万手,3.19%,2.98,277.78亿,4.07,4.71,10.58亿
梅安森(300275),sz300275,13.48,+0.35,+2.67%,13.20,3.83万手,13.60,14.44,1.50万手,5140.49万,19.61%,16.00亿,52.70,0.26,1.64亿,13.13,3.22%,13.16,"
                        11.82",2.33万手,3.35%,1.59,22.14亿,4.10,3.29,1.19亿
三丰智能(300276),sz300276,13.59,+0.52,+3.98%,13.19,7.04万手,13.65,14.38,3.00万手,9478.48万,-10.71%,27.16亿,596.25,0.02,4.77亿,13.07,3.52%,13.09,"
                        11.76",4.04万手,4.28%,2.38,64.82亿,8.36,1.63,2.00亿
海联讯(300277),sz300277,10.29,+0.30,+3.00%,10.09,8.46万手,10.34,10.99,3.61万手,8661.13万,-12.05%,34.41亿,--,-0.01,3.35亿,9.99,2.53%,10.09,"
                        8.99",4.85万手,2.50%,2.28,34.47亿,7.39,1.39,3.34亿
华昌达(300278),sz300278,11.68,+0.45,+4.01%,11.00,96.76万手,12.35,12.35,47.31万手,10.97亿,-70.98%,26.48亿,75.11,0.12,5.45亿,11.23,42.68%,11.00,"
                        10.11",49.45万手,12.02%,31.09,63.66亿,3.92,2.98,2.27亿
和晶科技(300279),sz300279,13.09,--,0.00%,--,--,--,14.40,--,--,--,38.13亿,50.38,0.19,4.49亿,13.09,--,--,"
                        11.78",--,--,--,58.77亿,3.48,3.76,2.91亿
南通锻压(300280),sz300280,33.03,--,0.00%,--,--,--,36.33,--,--,--,42.28亿,357.36,0.07,1.28亿,33.03,--,--,"
                        29.73",--,--,--,42.28亿,6.60,5.01,1.28亿
金明精机(300281),sz300281,10.58,+0.03,+0.28%,10.52,1.47万手,10.63,11.61,7434手,1549.92万,-42.55%,15.58亿,67.49,0.12,2.79亿,10.55,1.00%,10.33,"
                        9.50",7298手,2.84%,0.39,29.55亿,2.48,4.27,1.47亿
汇冠股份(300282),sz300282,17.35,-0.17,-0.97%,17.53,9946手,17.61,19.27,5830手,1732.59万,39.03%,35.50亿,39.84,0.33,2.50亿,17.52,0.49%,17.14,"
                        15.77",4115手,2.68%,0.33,43.29亿,1.79,9.71,2.05亿
温州宏丰(300283),sz300283,5.12,+0.10,+1.99%,4.99,1.86万手,5.14,5.52,6800手,941.39万,-37.99%,10.64亿,423.54,0.01,4.14亿,5.02,0.89%,4.99,"
                        4.52",1.18万手,2.99%,0.51,21.22亿,3.77,1.36,2.08亿
苏交科(300284),sz300284,15.87,+0.18,+1.15%,15.69,1.67万手,15.97,17.26,6414手,2655.03万,55.98%,55.66亿,22.59,0.53,5.78亿,15.69,0.48%,15.69,"
                        14.12",1.03万手,1.78%,0.37,91.76亿,2.58,6.16,3.51亿
国瓷材料(300285),sz300285,20.58,+0.89,+4.52%,19.87,7.37万手,20.66,21.66,2.69万手,1.49亿,-78.40%,84.53亿,53.28,0.29,5.98亿,19.69,1.79%,19.51,"
                        17.72",4.68万手,5.84%,9.62,123.13亿,6.72,3.06,4.11亿
安科瑞(300286),sz300286,17.95,+0.39,+2.22%,17.56,1.40万手,18.05,19.32,6041手,2492.49万,48.43%,19.80亿,27.44,0.65,1.45亿,17.56,1.27%,17.51,"
                        15.80",7934手,3.08%,1.17,25.96亿,3.86,4.66,1.10亿
飞利信(300287),sz300287,9.58,+0.38,+4.13%,9.32,30.53万手,9.64,10.12,12.28万手,2.89亿,-12.02%,101.21亿,31.67,0.23,14.35亿,9.20,2.89%,9.23,"
                        8.28",18.25万手,4.46%,0.47,137.50亿,2.40,3.99,10.56亿
朗玛信息(300288),sz300288,24.47,+0.94,+3.99%,23.51,8.28万手,24.64,25.88,3.53万手,2.01亿,50.17%,49.64亿,19.99,0.92,3.38亿,23.53,4.08%,23.51,"
                        21.18",4.75万手,4.80%,3.46,82.69亿,6.12,4.00,2.03亿
利德曼(300289),sz300289,9.75,+0.18,+1.88%,9.60,5.90万手,9.82,10.53,2.75万手,5714.19万,-74.85%,31.33亿,55.06,0.13,4.24亿,9.57,1.84%,9.52,"
                        8.61",3.14万手,3.13%,2.60,41.32亿,3.17,3.07,3.21亿
荣科科技(300290),sz300290,6.74,--,0.00%,--,--,--,7.41,--,--,--,8.76亿,139.68,0.04,3.21亿,6.74,--,--,"
                        6.07",--,--,--,21.66亿,3.08,2.19,1.30亿
华录百纳(300291),sz300291,11.76,-0.07,-0.59%,11.99,9.15万手,11.99,13.01,6.18万手,1.08亿,36.25%,70.16亿,61.13,0.14,8.12亿,11.83,1.53%,11.66,"
                        10.65",2.97万手,2.79%,3.23,95.55亿,1.49,7.88,5.97亿
吴通控股(300292),sz300292,5.21,+0.12,+2.36%,5.10,12.32万手,5.22,5.60,5.67万手,6362.85万,16.31%,47.40亿,30.63,0.13,12.75亿,5.09,1.35%,5.09,"
                        4.58",6.64万手,2.55%,0.13,66.42亿,2.50,2.08,9.10亿
蓝英装备(300293),sz300293,9.95,+0.26,+2.68%,9.66,2.74万手,10.01,10.66,1.06万手,2699.99万,-41.68%,26.62亿,95.17,0.08,2.70亿,9.69,1.02%,9.66,"
                        8.72",1.68万手,3.61%,1.36,26.86亿,3.89,2.56,2.68亿
博雅生物(300294),sz300294,33.70,--,0.00%,--,--,--,37.07,--,--,--,109.92亿,45.35,0.56,4.01亿,33.70,--,--,"
                        30.33",--,--,--,135.16亿,5.90,5.71,3.26亿
三六五网(300295),sz300295,17.51,+0.53,+3.12%,17.04,6.96万手,17.68,18.68,3.31万手,1.21亿,37.19%,30.94亿,32.11,0.41,1.93亿,16.98,3.94%,16.95,"
                        15.28",3.65万手,4.30%,1.91,33.79亿,3.11,5.63,1.77亿
利亚德(300296),sz300296,25.12,+1.97,+8.51%,23.55,22.40万手,25.15,25.47,7.99万手,5.48亿,-17.55%,255.01亿,35.20,0.74,16.95亿,23.15,2.21%,23.55,"
                        20.84",14.41万手,6.91%,5.45,425.85亿,7.28,3.45,10.15亿
蓝盾股份(300297),sz300297,10.25,+0.26,+2.60%,10.03,17.59万手,10.26,10.99,8.67万手,1.78亿,-71.39%,75.69亿,42.33,0.18,11.75亿,9.99,2.38%,9.87,"
                        8.99",8.92万手,3.90%,3.10,120.48亿,3.20,3.21,7.38亿
三诺生物(300298),sz300298,24.16,+2.20,+10.02%,22.05,8.98万手,24.16,24.16,2.91万手,2.12亿,100.00%,97.86亿,40.68,0.52,4.71亿,21.96,2.22%,22.00,"
                        19.76",6.08万手,9.84%,2.69,113.82亿,7.38,3.27,4.05亿
